,tanggal,kelurahan,avg_ketinggian,jumlah_terdampak_jiwa
604,2020-02,SUSUKAN,35.0,0
605,2020-02,TANAH TINGGI,30.0,0
606,2020-02,TANGKI,35.0,0
607,2020-02,TANJUNG BARAT,55.0,0
608,2020-02,TANJUNG DUREN SELATAN,20.0,0
609,2020-02,TANJUNG DUREN UTARA,40.0,0
610,2020-02,TANJUNG PRIOK,20.0,0
611,2020-02,TEGAL ALUR,25.0,0
612,2020-02,TENGAH,20.0,0
613,2020-02,TOMANG,40.0,0
614,2020-02,TUGU SELATAN,45.0,192
615,2020-02,TUGU UTARA,37.5,0
616,2020-02,UTAN KAYU SELATAN,35.0,0
617,2020-02,UTAN KAYU UTARA,35.0,0
618,2020-02,WARAKAS,20.0,0
619,2020-03,BANGKA,30.0,0
620,2020-03,BIDARA CINA,80.0,4838
621,2020-03,BINTARO,35.0,0
622,2020-03,BUKIT DURI,80.0,0
623,2020-03,CAKUNG TIMUR,35.0,207
624,2020-03,CAWANG,62.5,0
625,2020-03,CENGKARENG BARAT,17.5,0
626,2020-03,CIBUBUR,60.0,100
627,2020-03,CILANDAK TIMUR,77.5,0
628,2020-03,CILANGKAP,25.0,0
629,2020-03,CILILITAN,52.5,43
630,2020-03,CIPEDAK,70.0,0
631,2020-03,CIPETE SELATAN,15.0,0
632,2020-03,CIPINANG MELAYU,55.0,1598
633,2020-03,CIPINANG MUARA,27.5,456
634,2020-03,CIPULIR,60.0,0
635,2020-03,CIRACAS,35.0,0
636,2020-03,DUREN TIGA,60.0,0
637,2020-03,KALIDERES,15.0,0
638,2020-03,KALISARI,70.0,0
639,2020-03,KAMPUNG MELAYU,67.5,1068
640,2020-03,KAPUK MUARA,10.0,0
641,2020-03,KEBON BARU,32.5,0
642,2020-03,KEDOYA SELATAN,20.0,0
643,2020-03,KEMBANGAN SELATAN,30.0,0
644,2020-03,KEMBANGAN UTARA,20.0,0
645,2020-03,KOTA BAMBU UTARA,10.0,0
646,2020-03,KUNINGAN BARAT,40.0,0
647,2020-03,LEBAK BULUS,70.0,0
648,2020-03,LUBANG BUAYA,20.0,0
649,2020-03,MAKASAR,15.0,850
650,2020-03,MENTENG ATAS,35.0,0
651,2020-03,PALMERAH,20.0,0
652,2020-03,PEJATEN TIMUR,85.0,517
653,2020-03,PEKAYON,60.0,0
654,2020-03,PENGADEGAN,90.0,0
655,2020-03,PINANG RANTI,12.5,0
656,2020-03,PONDOK BAMBU,25.0,0
657,2020-03,PONDOK LABU,30.0,0
658,2020-03,PONDOK PINANG,62.5,0
659,2020-03,PONDOK RANGGON,50.0,10
660,2020-03,RAWA BUAYA,30.0,0
661,2020-03,RAWAJATI,25.0,0
662,2020-03,ROROTAN,30.0,0
663,2020-03,SEMANAN,17.5,0
664,2020-03,TENGAH,70.0,0
665,2020-04,BALEKAMBANG,20.0,0
666,2020-04,BAMBU APUS,20.0,0
667,2020-04,BANGKA,50.0,0
668,2020-04,BATU AMPAR,30.0,0
669,2020-04,BIDARA CINA,75.0,153
670,2020-04,BINTARO,15.0,0
671,2020-04,CAWANG,65.0,0
672,2020-04,CENGKARENG BARAT,15.0,0
673,2020-04,CILANDAK TIMUR,45.0,0
674,2020-04,CILILITAN,55.0,65
675,2020-04,CIPEDAK,50.0,0
676,2020-04,CIPETE SELATAN,50.0,0
677,2020-04,CIPINANG CEMPEDAK,15.0,0
678,2020-04,CIPINANG MELAYU,30.0,476
679,2020-04,CIPINANG MUARA,22.5,0
680,2020-04,CIRACAS,20.0,0
681,2020-04,DUREN SAWIT,20.0,0
682,2020-04,DUREN TIGA,35.0,0
683,2020-04,GANDARIA SELATAN,55.0,0
684,2020-04,GANDARIA UTARA,30.0,0
685,2020-04,JAGAKARSA,40.0,0
686,2020-04,JATI PADANG,42.5,0
687,2020-04,KALIBATA,15.0,0
688,2020-04,KALISARI,15.0,0
689,2020-04,KAMPUNG MELAYU,40.0,817
690,2020-04,KEBAYORAN LAMA SELATAN,30.0,0
691,2020-04,KEBON BARU,22.5,0
692,2020-04,KEDOYA SELATAN,25.0,0
693,2020-04,KEMBANGAN SELATAN,50.0,0
694,2020-04,KEMBANGAN UTARA,35.0,65
695,2020-04,KUNINGAN BARAT,20.0,0
696,2020-04,LEBAK BULUS,60.0,10
697,2020-04,LUBANG BUAYA,17.5,0
698,2020-04,MAKASAR,10.0,1380
699,2020-04,PEJATEN BARAT,20.0,0
700,2020-04,PEJATEN TIMUR,20.0,0
701,2020-04,PEKAYON,30.0,0
702,2020-04,PELA MAMPANG,35.0,0
703,2020-04,PETOGOGAN,50.0,0
704,2020-04,PINANG RANTI,30.0,0
705,2020-04,PLUIT,20.0,0
706,2020-04,PONDOK PINANG,35.0,0
707,2020-04,RAGUNAN,30.0,0
708,2020-04,RAMBUTAN,35.0,0
709,2020-04,RAWA BUAYA,20.0,0
710,2020-04,RAWA TERATE,15.0,0
711,2020-04,RAWAJATI,15.0,0
712,2020-04,SRENGSENG,17.5,0
713,2020-04,SUKABUMI SELATAN,50.0,0
714,2020-04,TEBET BARAT,40.0,0
715,2020-05,BALEKAMBANG,70.0,0
716,2020-05,BATU AMPAR,10.0,0
717,2020-05,BIDARA CINA,105.0,1370
718,2020-05,CAWANG,110.0,0
719,2020-05,CIBUBUR,50.0,0
720,2020-05,CIGANJUR,35.0,0
721,2020-05,CILANGKAP,50.0,0
722,2020-05,CILILITAN,110.0,0
723,2020-05,CIRACAS,50.0,0
724,2020-05,JATI PADANG,35.0,0
725,2020-05,KAMPUNG MELAYU,95.0,1214
726,2020-05,KEBON BARU,40.0,0
727,2020-05,KEBON MANGGIS,20.0,0
728,2020-05,KEMBANGAN SELATAN,25.0,0
729,2020-05,MANGGARAI,50.0,0
730,2020-05,MERUYA UTARA,10.0,0
731,2020-05,PEJATEN TIMUR,100.0,456
732,2020-05,PEKAYON,55.0,0
733,2020-05,PENGADEGAN,55.0,0
734,2020-05,PONDOK PINANG,60.0,77
735,2020-05,RAMBUTAN,40.0,0
736,2020-05,RAWAJATI,40.0,0
737,2020-05,TENGAH,20.0,0
738,2020-06,ANCOL,40.0,200
739,2020-06,JELAMBAR BARU,7.5,0
740,2020-06,KAPUK,17.5,0
741,2020-06,KAPUK MUARA,7.5,0
742,2020-06,KEDOYA UTARA,40.0,0
743,2020-06,MARUNDA,25.0,0
744,2020-06,PEJAGALAN,32.5,0
745,2020-06,PENJARINGAN,35.0,0
746,2020-06,PLUIT,65.0,120
747,2020-06,PULAU HARAPAN ,12.5,0
748,2020-06,PULAU KELAPA,27.5,0
749,2020-06,PULAU PANGGANG,25.0,0
750,2020-06,PULAU PARI,30.0,0
751,2020-06,PULAU TIDUNG,40.0,0
752,2020-06,PULAU UNTUNG JAWA,27.5,0
753,2020-06,TEGAL ALUR,30.0,0
754,2020-07,PINANGSIA,20.0,0
755,2020-07,SRENGSENG,40.0,0
756,2020-08,BANGKA,50.0,0
757,2020-08,BINTARO,20.0,0
758,2020-08,BUKIT DURI,30.0,0
759,2020-08,CILANDAK TIMUR,40.0,0
760,2020-08,CILINCING,10.0,0
761,2020-08,KAPUK,17.5,0
762,2020-08,KEBON BARU,25.0,0
763,2020-08,KOTA BAMBU UTARA,20.0,0
764,2020-08,MARUNDA,20.0,0
765,2020-08,PASEBAN,20.0,0
766,2020-08,PETAMBURAN,12.5,0
767,2020-08,TEGAL ALUR,15.0,0
768,2020-09,BALEKAMBANG,20.0,0
769,2020-09,BIDARA CINA,40.0,121
770,2020-09,CAWANG,55.0,110
771,2020-09,CENGKARENG BARAT,22.5,0
772,2020-09,CILANDAK TIMUR,5.0,0
773,2020-09,CILILITAN,30.0,158
774,2020-09,DURI KEPA,17.5,0
775,2020-09,JELAMBAR,25.0,0
776,2020-09,KALIDERES,10.0,0
777,2020-09,KAMPUNG MELAYU,42.5,807
778,2020-09,KAPUK,15.0,0
779,2020-09,KEBON BARU,30.0,0
780,2020-09,KEDOYA SELATAN,35.0,0
781,2020-09,KEMBANGAN SELATAN,45.0,0
782,2020-09,KEMBANGAN UTARA,60.0,15
783,2020-09,KRENDANG,30.0,0
784,2020-09,PALMERAH,30.0,0
785,2020-09,PEJATEN TIMUR,30.0,0
786,2020-09,PENGADEGAN,40.0,23
787,2020-09,PETAMBURAN,20.0,0
788,2020-09,PETOGOGAN,37.5,0
789,2020-09,PLUIT,35.0,0
790,2020-09,PONDOK LABU,15.0,0
791,2020-09,RAWA BUAYA,25.0,0
792,2020-09,RAWAJATI,30.0,66
793,2020-09,SUKABUMI SELATAN,6.0,0
794,2020-09,SUKABUMI UTARA,55.0,0
795,2020-09,TANJUNG DUREN UTARA,20.0,0
796,2020-10,0,40.0,0
797,2020-10,BALEKAMBANG,46.25,51
798,2020-10,BAMBU APUS,32.5,0
799,2020-10,BANGKA,37.083333333333336,0
800,2020-10,BIDARA CINA,48.333333333333336,126
801,2020-10,BINTARO,38.23529411764706,0
802,2020-10,CAKUNG BARAT,20.0,0
803,2020-10,CAWANG,51.8,462
804,2020-10,CEMPAKA PUTIH BARAT,15.0,0
805,2020-10,CIGANJUR,12.333333333333334,1200
806,2020-10,CIJANTUNG,37.5,0
807,2020-10,CILANDAK TIMUR,85.0,0
808,2020-10,CILILITAN,10.0,285
809,2020-10,CIPAYUNG,30.0,0
810,2020-10,CIPEDAK,42.5,0
811,2020-10,CIPINANG MELAYU,23.333333333333332,0
812,2020-10,CIPINANG MUARA,10.0,0
813,2020-10,CIPULIR,33.888888888888886,225
814,2020-10,CIRACAS,69.44444444444444,0
815,2020-10,DUKUH,50.0,0
816,2020-10,DUREN SAWIT,15.0,0
817,2020-10,DURI KEPA,44.0,0
818,2020-10,DURI KOSAMBI,25.0,0
819,2020-10,GROGOL UTARA,20.0,0
820,2020-10,JATI PADANG,20.0,0
821,2020-10,JATINEGARA,15.0,0
822,2020-10,JELAMBAR,12.5,0
823,2020-10,JOHAR BARU,20.0,0
824,2020-10,KALIBATA,30.0,0
825,2020-10,KALISARI,20.0,0
826,2020-10,KAMPUNG MELAYU,42.407407407407405,1068
827,2020-10,KEBAGUSAN,30.0,0
828,2020-10,KEBON BARU,30.0,0
829,2020-10,KEBON BAWANG,30.0,0
830,2020-10,KEBON JERUK,36.666666666666664,0
831,2020-10,KEBON PALA,39.5,0
832,2020-10,KEDAUNG KALI ANGKE,35.0,0
833,2020-10,KEDOYA SELATAN,35.0,0
834,2020-10,KEDOYA UTARA,37.5,0
835,2020-10,KEMBANGAN SELATAN,57.142857142857146,0
836,2020-10,KEMBANGAN UTARA,20.0,0
837,2020-10,LEBAK BULUS,40.0,0
838,2020-10,LUBANG BUAYA,45.0,0
839,2020-10,MAKASAR,28.0,0
840,2020-10,MANGGARAI,30.0,0
841,2020-10,PALMERAH,30.0,0
842,2020-10,PEGADUNGAN,15.833333333333334,0
843,2020-10,PEJATEN BARAT,20.0,0
844,2020-10,PEJATEN TIMUR,68.92857142857143,0
845,2020-10,PEKAYON,36.666666666666664,0
846,2020-10,PELA MAMPANG,58.333333333333336,0
847,2020-10,PENGADEGAN,65.0,0
848,2020-10,PENGGILINGAN,10.0,0
849,2020-10,PETOGOGAN,43.333333333333336,0
850,2020-10,PINANG RANTI,30.0,0
851,2020-10,PONDOK LABU,60.0,0
852,2020-10,PONDOK PINANG,65.0,0
853,2020-10,PULO GADUNG,30.0,0
854,2020-10,PULO GEBANG,15.0,0
855,2020-10,RAGUNAN,20.0,0
856,2020-10,RAMBUTAN,40.26315789473684,2833
857,2020-10,RAWA BADAK SELATAN,43.0,0
858,2020-10,RAWA BUAYA,18.571428571428573,0
859,2020-10,RAWAJATI,23.0,0
860,2020-10,ROROTAN,15.0,0
861,2020-10,SETU,46.666666666666664,0
862,2020-10,SRENGSENG,36.0,0
863,2020-10,SUKABUMI SELATAN,30.0,0
864,2020-10,SUKABUMI UTARA,46.666666666666664,0
865,2020-10,SUSUKAN,20.0,0
866,2020-10,TANJUNG DUREN UTARA,17.5,0
867,2020-10,TEGAL PARANG,20.0,0
868,2020-10,ULUJAMI,27.307692307692307,0
869,2020-11,ANCOL,16.666666666666668,0
870,2020-11,BALEKAMBANG,20.0,0
871,2020-11,BANGKA,40.0,0
872,2020-11,CAWANG,36.666666666666664,0
873,2020-11,CILANDAK TIMUR,27.5,0
874,2020-11,CIPEDAK,35.0,0
875,2020-11,DUREN SAWIT,40.0,0
876,2020-11,GEDONG,20.0,0
877,2020-11,JAGAKARSA,15.0,0
878,2020-11,JATI PADANG,21.0,0
879,2020-11,KALIBATA,25.0,0
880,2020-11,KAMPUNG MELAYU,15.3125,0
881,2020-11,KAPUK,12.5,0
882,2020-11,KAPUK MUARA,20.625,0
883,2020-11,KEBAGUSAN,25.0,0
884,2020-11,KEBON BARU,20.0,0
885,2020-11,MARUNDA,15.0,0
886,2020-11,PEJATEN BARAT,26.666666666666668,0
887,2020-11,PELA MAMPANG,13.863636363636363,0
888,2020-11,PENJARINGAN,21.666666666666668,0
889,2020-11,PETOGOGAN,20.0,0
890,2020-11,PLUIT,12.5,0
891,2020-11,PONDOK BAMBU,15.0,0
892,2020-11,RAWAJATI,20.0,0
893,2020-11,ROROTAN,12.5,0
894,2020-11,SUSUKAN,20.0,0
895,2020-11,TEGAL ALUR,40.0,0
896,2020-12,BIDARA CINA,35.0,0
897,2020-12,CAWANG,42.0,0
898,2020-12,CILILITAN,20.0,10
899,2020-12,GEDONG,15.0,0
900,2020-12,KAMPUNG MELAYU,29.86111111111111,817
901,2020-12,KEDOYA UTARA,20.0,0
902,2020-12,PEJATEN TIMUR,27.5,240
903,2020-12,PULAU HARAPAN,11.071428571428571,0
904,2020-12,SRENGSENG,28.333333333333332,0
